datetime,title,source,link,top_sentiment,sentiment_score
7/31/2024 3:52:47 PM,Nvidia pops as Morgan Stanley moves back to top pick after sell-off,Seeking Alpha,https://seekingalpha.com/news/4130965-nvidia-pops-as-morgan-stanley-moves-back-to-top-pick-after-sell-off?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,positive,0.6278544664382935
7/31/2024 3:47:33 PM,Return of FAANG? 1 Mega-Cap Tech Stock to Buy and 2 to Avoid.,InvestorPlace,/news/stocks/return-of-faang-1-mega-cap-tech-stock-to-buy-and-2-to-avoid-1033619624,neutral,0.9134775996208191
7/31/2024 2:56:51 PM,"Nancy Pelosi buys more Nvidia, sells Microsoft",Seeking Alpha,https://seekingalpha.com/news/4131128-nancy-pelosi-buys-more-nvidia-sells-microsoft?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,neutral,0.7005187273025513
7/31/2024 2:50:12 PM,3 Overvalued Tech Stocks That Could Plunge in Q3,InvestorPlace,/news/stocks/3-overvalued-tech-stocks-that-could-plunge-in-q3-1033619403,negative,0.9533653259277344
7/31/2024 2:30:00 PM,3 Stocks With the Largest 52-Week Gains,InvestorPlace,/news/stocks/3-stocks-largest-52-week-gains-1033619184,neutral,0.8379138112068176
7/31/2024 2:20:20 PM,Why Are Chip Stocks Up Today?,InvestorPlace,/news/stocks/why-are-chip-stocks-up-today-july-31st-1033619186,neutral,0.46581193804740906
7/31/2024 2:11:00 PM,Qualcomm Stock Analysis: Buy and Hold This Promising Semiconductor Play Now,InvestorPlace,/news/stocks/qualcomm-stock-analysis-buy-and-hold-this-promising-semiconductor-play-now-1033621352,neutral,0.8682231307029724
7/31/2024 1:49:00 PM,Nvidia Stock Analysis: NVDA’s Path to $10 Trillion Remains Despite Cooling AI Hype,InvestorPlace,/news/stocks/nvidia-stock-analysis-nvdas-path-to-10-trillion-remains-despite-cooling-ai-hype-1033621345,positive,0.9428220987319946
7/31/2024 1:07:41 PM,"AMD rebounds on earnings, but analysts aren't sure where it heads next",Seeking Alpha,https://seekingalpha.com/news/4131009-amd-rebounds-on-earnings-but-likely-not-enough-to-return-to-prior-highs-yet?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,negative,0.7433760762214661
7/31/2024 11:27:43 AM,ASML rises after US mulls new chip export rules for China that exempt some allies - report,Seeking Alpha,https://seekingalpha.com/news/4130812-asml-rises-after-us-mulls-new-chip-export-rules-for-china-that-exempt-some-allies?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,negative,0.6873912811279297
7/31/2024 11:12:07 AM,Samsung sees strong demand for HBM chips in H2 due to AI applications,Seeking Alpha,https://seekingalpha.com/news/4130897-samsung-sees-strong-demand-for-hbm-chips-in-h2-due-to-ai-applications?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,positive,0.9494625329971313
7/31/2024 11:05:00 AM,SoundHound AI’s Meteoric Rise: Why SOUN Stock Is STILL a Buy,InvestorPlace,/news/stocks/soundhound-ais-meteoric-rise-why-soun-stock-is-still-a-buy-1033617321,neutral,0.8180119395256042
7/31/2024 11:00:00 AM,What Are the Hottest EV Stocks Right Now? 3 Top Picks.,InvestorPlace,/news/stocks/what-are-the-hottest-ev-stocks-right-now-3-top-picks-1033617325,neutral,0.9088600873947144
7/31/2024 10:30:00 AM,3 Reasons AMD Stock Still Makes a Solid AI Play,InvestorPlace,/news/stocks/3-reasons-amd-stock-still-makes-a-solid-ai-play-1033617148,positive,0.9388949871063232
7/31/2024 10:21:00 AM,The Top 3 Machine Learning Stocks to Buy Now: Summer 2024,InvestorPlace,/news/stocks/the-top-3-machine-learning-stocks-to-buy-now-summer-2024-1033617153,neutral,0.9348183870315552
7/31/2024 10:15:00 AM,"Stay Bullish, Nvidia Investors. NVDA Stock’s Growth Story Outweighs Any Fear.",InvestorPlace,/news/stocks/stay-bullish-nvidia-investors-nvda-stocks-growth-story-outweighs-any-fear-1033617158,positive,0.9282962083816528
7/31/2024 10:00:00 AM,GameStop’s Silence Speaks Volumes: Why You Should Be Wary of GME Stock,InvestorPlace,/news/stocks/gamestops-silence-speaks-volumes-why-you-should-be-wary-of-gme-stock-1033616980,neutral,0.8836550116539001
7/31/2024 8:25:53 AM,Nvidia: A Resilient Leader in AI Amid Market Fluctuations and Competitive Pressures,TipRanks,/news/stocks/nvidia-a-resilient-leader-in-ai-amid-market-fluctuations-and-competitive-pressures-1033617473,positive,0.9350254535675049
7/30/2024 8:54:32 PM,SIGGRAPH 2024: What to Watch for Nvidia So Far,InvestorPlace,/news/stocks/siggraph-2024-what-to-watch-for-nvidia-so-far-1033614018,neutral,0.9372171759605408
7/30/2024 8:12:03 PM,Should You Buy Intel (INTC) Stock Before Aug. 1?,InvestorPlace,/news/stocks/should-you-buy-intel-intc-stock-before-aug-1-1033613968,neutral,0.9383567571640015
7/30/2024 7:50:54 PM,Get Your Money Out of These 3 Semiconductor Stocks by 2025,InvestorPlace,/news/stocks/get-your-money-out-of-these-3-semiconductor-stocks-by-2025-1033613796,neutral,0.9064946174621582
7/30/2024 7:11:25 PM,"Nvidia (NVDA) Stock Falls as Investors Brace for Big Tech Earnings, FOMC Decision",InvestorPlace,/news/stocks/nvidia-nvda-stock-falls-as-investors-brace-for-big-tech-earnings-fomc-decision-1033613716,negative,0.9456052780151367
7/30/2024 1:50:00 PM,3 Under-the-Radar Stocks Ready to Skyrocket Like Super Micro Computer,InvestorPlace,/news/stocks/3-under-the-radar-stocks-ready-to-skyrocket-like-super-micro-computer-1033612784,neutral,0.8399295210838318
7/30/2024 12:27:30 PM,Evercore ISI Remains a Buy on Nvidia (NVDA),TipRanks,/news/stocks/evercore-isi-remains-a-buy-on-nvidia-nvda-1033613216,neutral,0.9481633901596069
7/30/2024 12:00:00 PM,TSLA Forecast: Why Betting Against EV Pioneer Tesla Could Be a Costly Mistake,InvestorPlace,/news/stocks/tsla-forecast-why-betting-against-ev-pioneer-tesla-could-be-a-costly-mistake-1033611475,neutral,0.7380192279815674
7/30/2024 11:57:18 AM,Monolithic Power Systems in focus as Rosenblatt ups target on Nvidia boost,Seeking Alpha,https://seekingalpha.com/news/4129426-monolithic-power-systems-in-focus-as-rosenblatt-ups-target-on-nvidia-boost?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,neutral,0.8410952687263489
7/30/2024 11:20:00 AM,3 Tech Stock Giants that Should Buy an Air Taxi Company,InvestorPlace,/news/stocks/3-tech-stock-giants-that-should-buy-an-air-taxi-company-1033611312,neutral,0.870912492275238
7/30/2024 10:45:48 AM,Nvidia’s Strategic Positioning and Innovations Fuel Buy Rating,TipRanks,/news/stocks/nvidia-s-strategic-positioning-and-innovations-fuel-buy-rating-1033612439,neutral,0.5893828272819519
7/30/2024 10:19:00 AM,3 AI Stocks That Could Make Your Summer Unforgettable,InvestorPlace,/news/stocks/3-ai-stocks-that-could-make-your-summer-unforgettable-1033610977,negative,0.5235394835472107
7/30/2024 10:00:00 AM,Nvidia Stock’s Post-Split Slide: An Opportunity Ripe for the Picking,InvestorPlace,/news/stocks/nvidia-stocks-post-split-slide-an-opportunity-ripe-for-the-picking-1033610853,neutral,0.47402387857437134
7/30/2024 9:17:51 AM,Nvidia’s Strategic AI Leadership and Market Expansion: A Buy Rating Analysis,TipRanks,/news/stocks/nvidia-s-strategic-ai-leadership-and-market-expansion-a-buy-rating-analysis-1033611549,positive,0.584488570690155
7/29/2024 10:30:00 PM,NVIDIA Accelerates Humanoid Robotics Development,GlobeNewswire,/news/stocks/nvidia-accelerates-humanoid-robotics-development-1033607897,positive,0.5626470446586609
7/29/2024 10:30:00 PM,"NVIDIA Announces Generative AI Models and NIM Microservices for OpenUSD Language, Geometry, Physics and Materials",GlobeNewswire,/news/stocks/nvidia-announces-generative-ai-models-and-nim-microservices-for-openusd-language-geometry-physics-and-materials-1033607912,neutral,0.8881258368492126
7/29/2024 6:42:18 PM,3 Stocks With the Most Recent 52-Week Highs,InvestorPlace,/news/stocks/3-stocks-with-the-most-recent-52-week-highs-1033607687,neutral,0.5908744931221008
7/29/2024 6:36:50 PM,The Top 3 Mutual Funds to Buy Now: Summer 2024,InvestorPlace,/news/stocks/the-top-3-mutual-funds-to-buy-now-summer-2024-1033607689,neutral,0.9390760660171509
7/29/2024 6:22:32 PM,NVDA Stock: CEO Jensen Huang Is Set to Talk AI with Mark Zuckerberg. What to Watch.,InvestorPlace,/news/stocks/nvda-stock-ceo-jensen-huang-is-set-to-talk-ai-with-mark-zuckerberg-what-to-watch-1033607664,neutral,0.9423993825912476
7/29/2024 5:53:14 PM,Nvidia remains static ahead of SIGGRAPH event; ON Semi leads sector movement,Seeking Alpha,https://seekingalpha.com/news/4129576-nvidia-remains-static-ahead-of-siggraph-event?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,negative,0.5239673256874084
7/29/2024 5:45:00 PM,AMD Stock Could Pop After Its Q2 Earnings Report on Tuesday,InvestorPlace,/news/stocks/amd-stock-could-pop-after-its-q2-earnings-report-on-tuesday-1033607617,negative,0.6723915934562683
7/29/2024 4:38:07 PM,PLTR Stock: Palantir Strikes New Green Energy Deal with TES,InvestorPlace,/news/stocks/pltr-stock-palantir-strikes-new-green-energy-deal-with-tes-1033607543,positive,0.8668451905250549
7/29/2024 3:35:00 PM,Nvidia Technical Analysis: NVDA Stock Loses 50-Day MA. What Now?,InvestorPlace,/news/stocks/nvidia-technical-analysis-nvda-stock-loses-50-day-ma-what-now-1033607283,negative,0.9157407879829407
7/29/2024 1:28:48 PM,Broadcom Stock Analysis: Is AVGO Headed Back Down to the $130s?,InvestorPlace,/news/stocks/broadcom-stock-analysis-is-avgo-headed-back-down-to-the-130s-1033606479,negative,0.5691423416137695
7/29/2024 12:00:00 PM,3 Semiconductor Stocks to Buy on the Dip: July 2024,InvestorPlace,/news/stocks/3-semiconductor-stocks-to-buy-on-the-dip-july-2024-1033605853,neutral,0.8920133709907532
7/29/2024 10:00:00 AM,3 AI Stocks to Bet On for Market-Crushing Returns,InvestorPlace,/news/stocks/3-ai-stocks-to-bet-on-for-market-crushing-returns-1033605442,neutral,0.8914918303489685
7/28/2024 5:00:41 PM,7 Smart Stocks to Buy BEFORE They Report Q2 Earnings,InvestorPlace,/news/stocks/7-smart-stocks-to-buy-before-they-report-q2-earnings-1033602806,neutral,0.9329637289047241
7/28/2024 4:00:00 PM,3 Overvalued Stocks to Buy After They Crash,InvestorPlace,/news/stocks/3-overvalued-stocks-to-buy-after-they-crash-1033602801,neutral,0.7799152731895447
7/28/2024 1:00:00 PM,Stock Split Alert: 3 Stocks Poised to Amplify Shareholder Value,InvestorPlace,/news/stocks/stock-split-alert-3-stocks-poised-to-amplify-shareholder-value-1033602690,neutral,0.6113429069519043
7/28/2024 10:30:00 AM,3 Hyper-Growth Stocks to Buy on the Dip Before It’s Too Late,InvestorPlace,/news/stocks/3-hyper-growth-stocks-to-buy-on-the-dip-before-its-too-late-1033602466,neutral,0.6266516447067261
7/27/2024 7:00:00 PM,Why Smart Investors Should Consider Selling Nvidia Stock Now,InvestorPlace,/news/stocks/why-smart-investors-should-consider-selling-nvidia-stock-now-1033602131,neutral,0.9217002987861633
7/27/2024 12:00:00 PM,AI drives sustainability despite concerns over data center energy consumption,Seeking Alpha,https://seekingalpha.com/news/4129058-ai-drives-sustainability-despite-concerns-over-data-center-consumption?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,positive,0.6292763948440552
7/27/2024 11:00:00 AM,3 EV Stocks to Bet On for Market-Crushing Returns,InvestorPlace,/news/stocks/3-ev-stocks-to-bet-on-for-market-crushing-returns-1033602029,neutral,0.8745892643928528
7/26/2024 7:27:43 PM,Raymond James Just Issued a Major Warning on Nvidia (NVDA) Stock,InvestorPlace,/news/stocks/raymond-james-just-issued-a-major-warning-on-nvidia-nvda-stock-1033601681,negative,0.9369214177131653
7/26/2024 7:00:38 PM,"Catalyst Watch: Tech blitz with Apple, Amazon, Microsoft, and Meta on tap for earnings",Seeking Alpha,https://seekingalpha.com/news/4129063-catalyst-watch-tech-blitz-with-apple-amazon-microsoft-and-meta-on-tap-for-earnings?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,neutral,0.9092087149620056
7/26/2024 6:34:42 PM,Stock Split Spotlight: The Next 3 Names That Could Follow Nvidia’s Lead,InvestorPlace,/news/stocks/stock-split-spotlight-the-next-3-names-that-could-follow-nvidias-lead-1033601630,neutral,0.9435274004936218
7/26/2024 6:21:23 PM,3 Standout Semiconductor Stocks to Buy Now,InvestorPlace,/news/stocks/3-standout-semiconductor-stocks-to-buy-now-1033601604,neutral,0.794174075126648
7/26/2024 6:19:20 PM,Why Tech Stocks Are Poised for a Strong Comeback Now,InvestorPlace,/news/stocks/why-tech-stocks-are-poised-for-a-strong-comeback-now-1033601605,neutral,0.7392063140869141
7/26/2024 4:41:05 PM,"The 3 Best Stocks to Buy Right Now With $1,000",InvestorPlace,/news/stocks/the-3-best-stocks-to-buy-right-now-with-1000-1033601480,neutral,0.8795204758644104
7/26/2024 3:10:32 PM,3 Quantum Computing Stocks to Bet on for Market-Crushing Returns,InvestorPlace,/news/stocks/3-quantum-computing-stocks-to-bet-on-for-market-crushing-returns-1033601092,neutral,0.9006876945495605
7/26/2024 1:22:31 PM,3 High-Flying Tech Stocks Facing Valuation Concerns,InvestorPlace,/news/stocks/3-high-flying-tech-stocks-facing-valuation-concerns-1033600211,neutral,0.5973969101905823
7/26/2024 12:53:34 PM,3 Semiconductor Stocks to Bet On for Market-Crushing Returns,InvestorPlace,/news/stocks/3-semiconductor-stocks-to-bet-on-for-market-crushing-returns-1033600082,neutral,0.8836243152618408
7/26/2024 11:00:00 AM,3 Growth Stocks to Buy on the Dip: July 2024,InvestorPlace,/news/stocks/3-growth-stocks-to-buy-on-the-dip-july-2024-1033599690,neutral,0.8966695070266724
7/26/2024 11:00:00 AM,7 Fantastic Forever Stocks to Buy and Never Let Go,InvestorPlace,/news/stocks/7-fantastic-forever-stocks-to-buy-and-never-let-go-1033599691,neutral,0.9114137291908264
7/26/2024 10:40:00 AM,2 Reasons AMD Could Be the Next Big Thing in AI Chips,InvestorPlace,/news/stocks/2-reasons-amd-could-be-the-next-big-thing-in-ai-chips-1033599557,neutral,0.922743022441864
7/26/2024 10:31:00 AM,NVDA Stock Analysis: Nvidia’s Quantum Leap Signals a Strong Buy Opportunity,InvestorPlace,/news/stocks/nvda-stock-analysis-nvidias-quantum-leap-signals-a-strong-buy-opportunity-1033599507,positive,0.9496532082557678
7/26/2024 10:30:00 AM,There’s Still Room to Rise After META Stock’s Spectacular Climb,InvestorPlace,/news/stocks/theres-still-room-to-rise-after-meta-stocks-spectacular-climb-1033599509,positive,0.844977080821991
7/25/2024 8:45:00 PM,3 ‘Big Tech’ Stocks That Could Take a Big Hit from a Trump Win,InvestorPlace,/news/stocks/3-big-tech-stocks-that-could-take-a-big-hit-from-a-trump-win-1033596655,neutral,0.8023221492767334
7/25/2024 7:45:29 PM,The 3 Best ETFs to Buy Now for AI and Robotics Exposure,InvestorPlace,/news/stocks/the-3-best-etfs-to-buy-now-for-ai-and-robotics-exposure-1033596355,neutral,0.8261945843696594
7/25/2024 6:35:27 PM,Why AMD Stock Investors Should Be Cautious in the Short-Term,InvestorPlace,/news/stocks/why-amd-stock-investors-should-be-cautious-in-the-short-term-1033596308,neutral,0.8919573426246643
7/25/2024 6:29:01 PM,3 Top-Performing Stocks Beating the Big Names in 2024,InvestorPlace,/news/stocks/3-top-performing-stocks-beating-the-big-names-in-2024-1033596309,positive,0.7216593027114868
7/25/2024 6:14:19 PM,AMD Stock Outlook: Why the Recent Silo AI Acquisition Is a Game-Changer,InvestorPlace,/news/stocks/amd-stock-outlook-why-the-recent-silo-ai-acquisition-is-a-game-changer-1033596254,neutral,0.6172947883605957
7/25/2024 4:12:18 PM,"Nvidia, Magnificent 7 Stocks Sell Off and Wipe $1.7 Trillion Away. Why the Tech Woes?",InvestorPlace,/news/stocks/nvidia-magnificent-7-stocks-sell-off-and-wipe-1-7-trillion-away-why-the-tech-woes-1033596023,negative,0.5971426963806152
7/25/2024 3:58:18 PM,3 Companies Gearing Up for a Stock Split,InvestorPlace,/news/stocks/3-companies-gearing-up-for-a-stock-split-1033595895,neutral,0.8961321711540222
7/25/2024 1:19:15 PM,"Dear SMCI Stock Fans, Mark Your Calendars for Aug. 6",InvestorPlace,/news/stocks/dear-smci-stock-fans-mark-your-calendars-for-aug-6-1033594778,neutral,0.9383299946784973
7/25/2024 10:47:00 AM,The 3 Best Emotion AI Stocks to Buy Now,InvestorPlace,/news/stocks/the-3-best-emotion-ai-stocks-to-buy-now-1033593959,neutral,0.8853423595428467
7/25/2024 10:30:00 AM,3 Reasons Why Nvidia Stock Is Still Your Best AI Bet,InvestorPlace,/news/stocks/3-reasons-why-nvidia-stock-is-still-your-best-ai-bet-1033593785,neutral,0.8971342444419861
7/25/2024 10:16:00 AM,Apple Intelligence: Why AAPL Stock Is a Safe AI Bet for Long-Term Gains,InvestorPlace,/news/stocks/apple-intelligence-why-aapl-stock-is-a-safe-ai-bet-for-long-term-gains-1033593792,neutral,0.8118026256561279
7/25/2024 10:15:00 AM,7 American Robotics Stocks to Buy if You’re Betting on Trump 2024,InvestorPlace,/news/stocks/7-american-robotics-stocks-to-buy-if-youre-betting-on-trump-2024-1033593794,neutral,0.9152958989143372
7/24/2024 10:37:50 PM,"Nasdaq 100 Notches Worst Session Since Late 2022, Falls Below Key 50-Day Moving Average: Is The AI Tech Bubble Bursting?",Benzinga,/news/etf/nasdaq-100-notches-worst-session-since-late-2022-falls-below-key-50-day-moving-average-is-the-ai-tech-bubble-bursting-1033590883,negative,0.9401240944862366
7/24/2024 8:28:46 PM,NVDA Stock: What to Know as Nvidia Preps to Use Samsung Memory Chips,InvestorPlace,/news/stocks/nvda-stock-what-to-know-as-nvidia-preps-to-use-samsung-memory-chips-1033590874,neutral,0.9279736280441284
7/24/2024 8:15:35 PM,5 Things To Know In Investing This Week: The Rate Cut Expectations Are 100% Issue,Benzinga,/news/stocks/5-things-to-know-in-investing-this-week-the-rate-cut-expectations-are-100-issue-1033590532,neutral,0.8748441934585571
7/24/2024 7:40:28 PM,3 Fabulous Growth Stocks to Buy and Hold Forever,InvestorPlace,/news/stocks/3-fabulous-growth-stocks-to-buy-and-hold-forever-1033590657,neutral,0.9336369037628174
7/24/2024 7:39:19 PM,Strong Earnings Suggest the Tech Stock Selloff Is Overdone,InvestorPlace,/news/stocks/strong-earnings-suggest-the-tech-stock-selloff-is-overdone-1033590658,negative,0.5214805603027344
7/24/2024 6:47:03 PM,"Nvidia, Qualcomm lead chips lower amid broader tech sell off (update)",Seeking Alpha,https://seekingalpha.com/news/4127578-nvidia-qualcomm-lead-chips-lower-amid-broader-tech-sell-off?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,negative,0.9135656356811523
7/24/2024 6:35:25 PM,Broadcom Stock Alert: Is Now the Best Time to Buy AVGO Shares?,InvestorPlace,/news/stocks/broadcom-stock-alert-is-now-the-best-time-to-buy-avgo-shares-1033590571,neutral,0.9189872145652771
7/24/2024 4:55:47 PM,"US Services Activity Hits 28-Month Peak, Price Pressures Continue To Ease: Economist Calls It 'A Goldilocks Scenario'",Benzinga,/news/etf/us-services-activity-hits-28-month-peak-price-pressures-continue-to-ease-economist-calls-it-a-goldilocks-scenario-1033589798,positive,0.7906313538551331
7/24/2024 3:25:12 PM,Why Are Stocks Down Today?,InvestorPlace,/news/stocks/why-are-stocks-down-today-69-1033589871,negative,0.9098418354988098
